id_transaccion,id_cliente,nombre_cliente,cuenta_origen,fecha,monto,divisa,tipo_transaccion,ciudad,cuenta_destino,categoria_comercio
5657,6684,David Sanders,ES80080611328067011404,25/05/2025,37099.33,EUR,transferencia,Monterrey,ES41432422910377608424,
5658,9066,Marisa Hill,ES84911255874960624937,15/09/2025,38789.62,EUR,transferencia,Merida,ES98471482613809149656,
5659,1005,Jessica Garcia,ES80395261265169185088,14/07/2025,15148.39,MXN,transferencia,Merida,ES90405832783901114897,
5660,8782,George Owens,ES83367757595656954300,04/08/2025,25389.21,EUR,transferencia,Torreon,ES26044411584087063524,
5661,5580,Elaine Robbins,ES16817026847016236250,30/03/2025,28764.46,EUR,compra,Puebla,,tecnologia
5662,3673,Dennis Jenkins,ES96318830726606130952,21/06/2025,45914.35,MXN,transferencia,Monterrey,ES41011314794677530247,
5663,2007,Jack Murphy,ES39936311569873918039,08/07/2025,41313.72,EUR,transferencia,Leon,ES95999141777998807874,
5664,1595,Emily Guzman,ES73816152245802616234,19/09/2025,33645.96,MXN,transferencia,Puebla,ES16090856886668111012,
5665,5319,Shaun Summers,ES41311380497438972557,26/05/2025,21009.51,MXN,transferencia,Torreon,ES70653727637602823035,
5666,6199,Amy Clark,ES55962495943322669681,11/07/2025,17218.27,EUR,compra,Tijuana,,supermercado
5667,1059,Brian Castaneda,ES11757723580212685019,20/07/2025,21127.65,USD,compra,Juarez,,ropa
5668,6571,Angela Michael,ES98085677796982150548,22/08/2025,14385.16,MXN,compra,Monterrey,,restaurante
5669,7970,Christopher Donovan,ES54428130808857620722,03/08/2025,39475.36,MXN,compra,Juarez,,supermercado
5670,6165,Jacob Nelson II,ES57702326426999196515,22/07/2025,42456.22,USD,transferencia,Queretaro,ES42013159492925089152,
5671,6842,Linda Rice PhD,ES40126508422962651035,12/06/2025,4718.24,EUR,transferencia,Puebla,ES42704613503136207040,
5672,2692,Dr. Katrina Sandoval MD,ES10404512805642341827,11/04/2025,47625.29,USD,compra,Tijuana,,tecnologia
5673,7798,William Roberts,ES32372701609432772612,02/08/2025,40457.71,USD,retiro,Torreon,,
5674,4586,Erika Richard,ES74480682818423097919,18/04/2025,40181.7,USD,compra,CDMX,,servicios
5675,7023,Cassandra Jones,ES49181955921692817388,09/09/2025,30013.36,EUR,transferencia,Juarez,ES69062679389235975385,
5676,2556,Joshua Giles,ES56198888144136850168,25/05/2025,42044.71,USD,retiro,Puebla,,
5677,4450,Roy Butler,ES45412113066221493495,10/08/2025,3670.89,USD,retiro,Puebla,,
5678,5047,Lauren Hines,ES96560665141054071226,17/06/2025,41483.08,MXN,transferencia,Tijuana,ES15348995739220786345,
5679,3265,Jennifer Perkins DDS,ES86230477144237667323,16/04/2025,21405.3,USD,retiro,Juarez,,
5680,5792,Sarah Haney,ES69152338231701164645,28/07/2025,5653.89,MXN,transferencia,Juarez,ES75701174664690034668,
5681,2336,Shaun Hicks,ES84911818161821525084,15/09/2025,47246.78,MXN,retiro,Merida,,
5682,6958,Dennis King,ES73079118584643862049,23/05/2025,49965.07,MXN,retiro,Guadalajara,,
5683,4263,Whitney Nguyen,ES43607331027223258198,29/06/2025,5742.39,MXN,transferencia,Merida,ES10720141672177503796,
5684,4380,Linda Sandoval,ES61675408495209521682,19/04/2025,21203,USD,compra,Puebla,,supermercado
5685,3176,Christopher Evans PhD,ES48645836325256767448,11/09/2025,7216.75,USD,compra,Tijuana,,supermercado
5686,4440,Whitney Ortiz,ES26113771135097978028,06/05/2025,38831.13,EUR,transferencia,CDMX,ES45600203227120632872,
5687,1260,John Newton,ES53101742803520882282,05/09/2025,40215.44,MXN,retiro,Monterrey,,
5688,4020,Eric Harrison,ES36224917890620685081,20/04/2025,49343.84,USD,retiro,Puebla,,
5689,1477,Leslie Prince,ES31332997765489241294,02/08/2025,25259.29,MXN,compra,Queretaro,,tecnologia
5690,2664,Jasmine Bryant,ES35493626819955420955,07/08/2025,18358.21,EUR,retiro,Queretaro,,
5691,9004,Justin Munoz,ES25668430354290890072,15/08/2025,9902.66,MXN,retiro,Tijuana,,
5692,6023,John Glenn,ES34188562220697453448,03/07/2025,7178.36,EUR,transferencia,Leon,ES94300959277520671027,
5693,2056,Jamie Christian,ES69511901764207978788,03/04/2025,43827.3,EUR,compra,Merida,,supermercado
5694,8204,Alexis Hoffman,ES47418152634714528973,24/06/2025,28450.19,EUR,transferencia,Monterrey,ES50801792353046684036,
5695,4122,Danielle Cooley,ES40362140697281225814,18/07/2025,29879.61,EUR,compra,CDMX,,servicios
5696,8628,Bryan Sanchez,ES30585141141416522299,14/09/2025,47975.4,USD,retiro,Queretaro,,
5697,4185,Andrew Delgado,ES83900263405660972361,22/04/2025,2094.58,MXN,transferencia,CDMX,ES61863777698509101693,
5698,7972,Daniel Powell,ES44830812081260493586,20/09/2025,23747.32,EUR,retiro,Puebla,,
5699,8525,Harry Mata,ES88453300152362569734,11/07/2025,17234.63,MXN,transferencia,Monterrey,ES95783705509549005071,
5700,4051,Jessica Russell,ES37191605225935684201,09/07/2025,42372.72,MXN,transferencia,Leon,ES34338500321703407536,
5701,1530,Jennifer Jones,ES46718134264590924300,10/04/2025,36068.64,EUR,retiro,Tijuana,,
5702,9829,Barbara Tyler,ES29942182110288764078,01/05/2025,28944.37,USD,compra,Leon,,tecnologia
5703,9415,David Adams,ES78662792127545773203,11/04/2025,30146.42,MXN,transferencia,Puebla,ES96156174674400467895,
5704,5754,Hector Miller,ES63953127753629879828,17/04/2025,40526.24,USD,transferencia,Queretaro,ES76377013594851679271,
5705,6315,Francisco Smith,ES69554898346800326259,02/09/2025,22017.15,MXN,transferencia,CDMX,ES74758604835976144054,
5706,5349,John Johnson,ES16160999168710750201,16/05/2025,38363.64,USD,transferencia,Tijuana,ES38479023435180343585,
5707,4038,Lisa Coleman,ES73154806447735923966,21/04/2025,17304.34,MXN,retiro,Monterrey,,
5708,9888,Stephanie Williams,ES76746641558548464157,30/06/2025,5003.68,EUR,retiro,Puebla,,
5709,6169,Janet Patel,ES92981646550870607252,27/08/2025,44122.23,USD,compra,Queretaro,,ropa
5710,5827,Morgan Martinez,ES69242500898178412519,30/07/2025,29416.01,EUR,compra,Puebla,,tecnologia
5711,9746,Heather Fox,ES45052999708003955184,09/06/2025,19473.95,USD,transferencia,CDMX,ES23953200390091960333,
5712,4105,Frederick Pineda,ES49497118996979010335,02/04/2025,28297.5,MXN,compra,CDMX,,viajes
5713,8273,Kelly Rich,ES68009991976783864413,09/09/2025,29284.2,USD,compra,CDMX,,supermercado
5714,3031,Kimberly Kelly,ES83262391876954670214,11/05/2025,47012.98,EUR,compra,Juarez,,servicios
5715,9242,Ricky Howell,ES30378255477268040005,26/04/2025,20624.31,MXN,compra,Monterrey,,ropa
5716,2966,Eric Wilson,ES83252758256702623957,25/08/2025,34674.67,EUR,transferencia,Monterrey,ES44092841845165320501,
5717,5877,Timothy Mcclain,ES71440707722206011904,27/06/2025,36425.07,USD,retiro,Juarez,,
5718,4714,Susan Santiago,ES98937030579674968376,08/09/2025,2208.04,EUR,retiro,Monterrey,,
5719,1251,Philip Green,ES49499901739096399118,01/09/2025,16059.08,EUR,compra,Queretaro,,tecnologia
5720,5628,Candice Graves,ES87234914579900098887,23/04/2025,10689.9,EUR,compra,Juarez,,ropa
5721,2164,Anthony Evans,ES67000607406513054783,15/06/2025,31033.06,EUR,transferencia,Juarez,ES35379755395329231103,
5722,8546,Melissa Mcdowell,ES48033984952121324990,17/05/2025,12218.08,USD,compra,Juarez,,ropa
5723,1735,Jennifer Keller,ES35433885980073040509,31/08/2025,25286.8,USD,retiro,Tijuana,,
5724,4737,John Knight,ES98638588664782751180,07/09/2025,36707.56,USD,compra,Queretaro,,ropa
5725,2590,Lisa Johnson,ES76313787061232720122,11/09/2025,37597.62,USD,transferencia,Puebla,ES51628692951922981366,
5726,3886,Janice Sutton,ES37535529506283794515,24/04/2025,32999.13,MXN,retiro,Merida,,
5727,9521,Alison Washington,ES34735646516895474534,30/08/2025,45485.96,USD,compra,Torreon,,supermercado
5728,2109,Danny Webster,ES93936568466553869244,11/09/2025,210.08,USD,retiro,CDMX,,
5729,2446,Rhonda Hicks,ES64913822733251911496,27/05/2025,39998.54,EUR,retiro,Tijuana,,
5730,2978,Vincent Campbell,ES62434722368195412467,15/04/2025,16890.65,USD,compra,Guadalajara,,servicios
5731,2839,Justin George,ES17662602868698136577,12/05/2025,8242.86,USD,transferencia,Guadalajara,ES27822062618078833400,
5732,6781,Kristin Baker,ES29956094327319890548,13/04/2025,29428.16,USD,compra,Guadalajara,,ropa
5733,3358,Antonio Dorsey,ES72594346397800667039,21/07/2025,47413.33,EUR,transferencia,Guadalajara,ES59724977243423224204,
5734,4902,Sarah Bryant,ES80658431608108612446,30/07/2025,20448.08,MXN,transferencia,Guadalajara,ES82631492170466260470,
5735,3980,Mary Rosario,ES55787319571386036297,15/06/2025,23763.55,MXN,retiro,Guadalajara,,
5736,2786,Henry Simpson,ES96095869643782995774,19/07/2025,7309.98,EUR,compra,Tijuana,,supermercado
5737,1003,Gordon Hansen,ES76610834008100488008,23/07/2025,23396.59,EUR,retiro,Torreon,,
5738,4974,William Jacobs,ES17260704645270311584,13/06/2025,11396.61,EUR,retiro,Tijuana,,
5739,9889,Susan Sims,ES67820692856895765097,31/05/2025,16794.26,MXN,compra,Puebla,,ropa
5740,1488,Kimberly Hall,ES84258214701683617030,29/03/2025,1173.65,USD,retiro,CDMX,,
5741,4922,Travis Peterson,ES16865222186953595070,30/04/2025,25542.49,USD,transferencia,Queretaro,ES55886651511518991897,
5742,9575,Diane Reyes,ES84080512736992495253,26/07/2025,16577.39,MXN,transferencia,Tijuana,ES40961661501060024985,
5743,9060,Anthony Robinson,ES66195984342005538421,21/09/2025,13462.56,USD,retiro,Torreon,,
5744,6193,Kimberly Aguilar,ES34663462623393717138,16/05/2025,27559.02,EUR,retiro,Leon,,
5745,2751,Leslie Davis,ES75820939368668225056,20/05/2025,39968.3,EUR,transferencia,Puebla,ES23264417326585698122,
5746,1547,Cory Lang DDS,ES56658996771491971702,25/07/2025,18001.95,EUR,retiro,Torreon,,
5747,1430,Anna Garrett,ES33501397195871680716,15/04/2025,10764.63,EUR,transferencia,Torreon,ES58656600903138116686,
5748,9418,Teresa Rogers DVM,ES32957731122186143690,09/09/2025,23680.79,EUR,compra,Leon,,servicios
5749,1487,April Glass,ES56789656069482225394,09/07/2025,14814.69,MXN,retiro,Juarez,,
5750,5527,Melanie Wilson,ES65813506370916868851,16/04/2025,763.52,EUR,transferencia,Tijuana,ES74979471030370264778,
5751,7973,Michael Garcia,ES25765024161955846437,30/05/2025,27937.46,EUR,retiro,Merida,,
5752,1070,Steven Kelly,ES49609646115376920438,04/05/2025,44324.43,EUR,transferencia,Juarez,ES86310929881371456850,
5753,3354,Corey Lewis,ES68355899229393560024,15/05/2025,37157.91,MXN,retiro,Juarez,,
5754,7574,Jennifer Doyle,ES67302819189642048505,27/05/2025,28857.54,MXN,compra,Merida,,servicios
5755,7324,Joseph Thomas,ES54129806089733069788,17/05/2025,21484.7,EUR,retiro,Tijuana,,
5756,6300,Andrea Cooper,ES51036897458425793591,06/05/2025,12235.99,MXN,compra,Torreon,,servicios
5757,3299,Jessica Oneill,ES41661320338616133429,04/06/2025,26673.4,EUR,transferencia,Monterrey,ES98622393170607865320,
5758,3266,Adam Colon,ES90056539228356505282,10/09/2025,32885.36,USD,retiro,Queretaro,,
5759,7795,Terri Avila,ES70898431817029133497,03/05/2025,29806.72,EUR,transferencia,Guadalajara,ES86262772407894245084,
5760,9731,Jack Guerrero,ES62468843488266482317,02/09/2025,24530.3,MXN,retiro,Puebla,,
5761,2247,Mr. Jake Stafford MD,ES27540196948045730330,14/09/2025,12555.88,EUR,retiro,CDMX,,
5762,1157,Robert Thompson,ES46554060282035633476,28/04/2025,20267.63,MXN,retiro,Tijuana,,
5763,5811,Erin Rios,ES18859158175578669864,17/07/2025,49855.04,USD,retiro,Puebla,,
5764,7188,Veronica Clark,ES31775553703809339420,28/07/2025,16232.3,USD,transferencia,CDMX,ES74427250112966089704,
5765,8299,Megan Johnson,ES51341855770586937804,28/07/2025,6398.46,EUR,transferencia,Milan,ES30340489273349059698,
5766,1693,Aaron Brooks,ES14853713867296712932,15/04/2025,7058.45,EUR,retiro,Leon,,
5767,1233,Kendra Parrish,ES72325299573515890042,04/09/2025,39315.56,MXN,compra,Merida,,tecnologia
5768,1994,Lori Collins,ES38826923712986811074,12/09/2025,27791.5,EUR,transferencia,CDMX,ES69633664261046843089,
5769,2507,Jennifer Ramirez,ES24356778856967491294,28/03/2025,35600.49,MXN,transferencia,Guadalajara,ES46810308519987145463,
5770,5672,Jennifer Pratt,ES54059274504716104975,07/04/2025,35746.3,USD,transferencia,Queretaro,ES88911851052295271573,
5771,5986,Julie Johnson,ES32340125426281691984,11/09/2025,15895.26,MXN,retiro,Leon,,
5772,2146,Kristi Wells,ES15282639851522521531,14/05/2025,45965.86,USD,transferencia,Merida,ES55409597792931658116,
5773,4536,Dr. Kari Hopkins,ES38903330556780103468,03/04/2025,19523.17,USD,compra,CDMX,,viajes
5774,2760,Kevin Horn,ES60196620266400610670,10/04/2025,47885.13,MXN,retiro,Monterrey,,
5775,8943,Aaron Smith,ES15852547074200334333,24/09/2025,38766.41,EUR,transferencia,Tijuana,ES44906423578695253719,
5776,1116,Dana Moore,ES72539013649043867700,14/07/2025,20848.36,MXN,retiro,CDMX,,
5777,8773,Rebecca Johnston,ES14265874894632515539,18/09/2025,11265.7,MXN,transferencia,Queretaro,ES17391596687508278854,
5778,8063,Sarah Snyder,ES42905291543659059897,10/05/2025,10489.54,USD,compra,Juarez,,restaurante
5779,5950,Sara Williamson,ES15526494973724337797,12/09/2025,523.18,EUR,retiro,CDMX,,
5780,1486,Anthony Price,ES13559127584606624149,13/05/2025,44603.62,EUR,transferencia,Torreon,ES67583382805902458006,
5781,6865,Paul Cunningham,ES85422589218690454617,03/05/2025,31528.14,MXN,compra,Merida,,supermercado
5782,3256,Andrew Sanders,ES93476709131187244676,16/08/2025,42418.5,EUR,transferencia,Juarez,ES15949244076954747638,
5783,3847,Catherine Figueroa,ES39223101725958897550,10/06/2025,38995.32,MXN,compra,Tijuana,,ropa
5784,9613,Christian Hines,ES59504735086725801240,02/04/2025,32348.25,EUR,transferencia,Queretaro,ES54384858054308479392,
5785,1191,Dana Gregory,ES97763814081794461727,14/06/2025,36516.17,USD,compra,Guadalajara,,ropa
5786,7117,Holly Olsen,ES19270268335782438850,09/09/2025,32241.83,USD,retiro,Torreon,,
5787,7235,Melissa Norman,ES23482016516223524593,22/07/2025,24968.88,USD,compra,Tijuana,,tecnologia
5788,1888,Latoya Phillips,ES59244628145060342961,05/08/2025,15649.75,EUR,retiro,Queretaro,,
5789,5103,Anthony Thornton,ES11437392506912488243,24/09/2025,1724.21,EUR,compra,Monterrey,,supermercado
5790,9233,Courtney Mcbride,ES15571146231868244840,12/04/2025,34474.81,EUR,transferencia,Juarez,ES46548456632704100631,
5791,5528,Brenda Mendoza,ES32792760275874857460,13/08/2025,14829.96,EUR,transferencia,Leon,ES19012907259528485833,
5792,5585,Nichole Turner,ES23191474091121324938,09/07/2025,2259.4,EUR,retiro,Queretaro,,
5793,6483,Michael Walker,ES35328783230245629700,02/05/2025,9338.2,MXN,compra,Puebla,,supermercado
5794,3287,Theresa Powell,ES36766606543287983508,16/05/2025,31622.96,MXN,compra,Torreon,,supermercado
5795,9543,James Brown,ES15431238105594247794,29/07/2025,43320.14,EUR,transferencia,Puebla,ES22892329398849059105,
5796,3119,Joshua Chapman,ES67674981669128441782,15/07/2025,29678.81,MXN,compra,Leon,,restaurante
5797,2650,Michael Hernandez,ES90143427186451424401,26/06/2025,28251.69,EUR,retiro,Guadalajara,,
5798,6141,Sarah Larsen,ES11635493530768143199,11/04/2025,17076.2,MXN,retiro,Juarez,,
5799,5422,Karen Singh,ES54810440508841954577,19/05/2025,38742.39,EUR,compra,CDMX,,supermercado
5800,2800,Corey Hale,ES58336400638202263552,06/07/2025,25280.73,USD,transferencia,Tijuana,ES53812932988935737698,
5801,1224,Jesus Foster,ES79425452488827748775,24/04/2025,14581.27,EUR,transferencia,Leon,ES72850077408248919206,
5802,8350,Edwin Fox,ES49922707771906731737,04/05/2025,31902.98,USD,transferencia,Torreon,ES99075188589265237329,
5803,6637,Tammy Martin,ES49121706150841393323,11/05/2025,48382.24,MXN,retiro,Merida,,
5804,2054,Kristi Hudson,ES10053371137463117967,10/06/2025,33292.79,EUR,retiro,Monterrey,,
5805,7795,Teresa Mcclure,ES27442691105198969657,22/06/2025,11886.95,EUR,retiro,Leon,,
5806,6258,Thomas Franklin,ES54820001970546057415,19/09/2025,16896.79,EUR,retiro,Torreon,,
5807,5685,Tracy Carter,ES76344549782179443991,22/07/2025,2356.53,EUR,compra,Guadalajara,,restaurante
5808,9670,Amanda Barajas,ES15931904794128671586,05/08/2025,10838.25,MXN,compra,Queretaro,,ropa
5809,7331,Juan Irwin,ES81496275176968115991,27/08/2025,5152.66,MXN,retiro,Puebla,,
5810,1102,Laurie Davis,ES44047872147147545044,08/07/2025,44611.03,EUR,retiro,Guadalajara,,
5811,9645,Lauren Gonzalez,ES73633527110703673059,30/06/2025,42191.38,USD,transferencia,CDMX,ES23362454045310961163,
5812,2569,Angel Chan,ES14816180110566126208,30/08/2025,23139.57,USD,transferencia,Puebla,ES80726031833238503161,
5813,5065,Heather Morris,ES16245090335709776245,06/06/2025,46094.56,USD,retiro,Guadalajara,,
5814,9225,John Mack,ES22780775717571173215,15/09/2025,37580.24,EUR,transferencia,Guadalajara,ES54972995257528582841,
5815,9223,Justin Smith,ES38401540115702802667,31/05/2025,13634.68,USD,retiro,Juarez,,
5816,9373,Joshua Brown,ES10323320593103828178,25/06/2025,33224.52,EUR,compra,Guadalajara,,ropa
5817,5914,Morgan Kemp,ES32932272256560462628,09/06/2025,6235.93,EUR,retiro,Queretaro,,
5818,3229,Angelica Hernandez,ES72610048078292348007,18/07/2025,1403.61,MXN,compra,Monterrey,,servicios
5819,7154,Carlos Greene,ES86630862711842427339,01/06/2025,27307.28,MXN,retiro,CDMX,,
5820,2261,Rachel Bryant,ES73735602842743240002,25/07/2025,16496.64,EUR,transferencia,Leon,ES26173913978483382344,
5821,2491,Tabitha Coleman,ES51125256138308335965,05/04/2025,14696.61,MXN,retiro,Juarez,,
5822,7441,Matthew Schroeder,ES28478883406820356417,30/06/2025,20262.7,EUR,retiro,Juarez,,
5823,5584,Robert Valentine,ES43218807112241617411,03/08/2025,10442.91,USD,transferencia,Guadalajara,ES35769489527174271443,
5824,7474,Lynn Velez,ES79047971384423745505,02/05/2025,29408.35,USD,compra,Torreon,,tecnologia
5825,5796,Randy Duran,ES83304248370752672873,25/07/2025,49659.43,MXN,retiro,Leon,,
5826,8956,April Simon,ES43242127303910280261,18/06/2025,47914.87,USD,compra,CDMX,,ropa
5827,6734,Grant White,ES87635491427031169686,25/07/2025,43050.81,EUR,retiro,Leon,,
5828,3806,Christina Serrano,ES95166038959276131595,19/09/2025,20262.03,MXN,retiro,Tijuana,,
5829,5425,John Henderson,ES78101514489756181089,16/08/2025,48673.33,USD,compra,CDMX,,ropa
5830,2030,Corey Lewis III,ES55474406768681134849,28/06/2025,28344.62,EUR,compra,Tijuana,,tecnologia
5831,2212,Melinda Foster,ES21619869544799790869,07/07/2025,6175.24,EUR,compra,Guadalajara,,viajes
5832,5490,William Price,ES22835972639152207219,08/07/2025,3795.22,EUR,retiro,Monterrey,,
5833,7289,Michele Stevens,ES51335534187754496655,22/09/2025,1588.84,EUR,retiro,Tijuana,,
5834,4022,Sharon Ward,ES25576920275558370290,06/09/2025,4930.17,EUR,transferencia,CDMX,ES30091513952769782121,
5835,7646,Jacqueline Benson,ES72900755925846421618,11/09/2025,49186.8,USD,transferencia,Juarez,ES93748765636443287841,
5836,2135,Hunter Castaneda,ES47453743026594245099,01/07/2025,48660.05,MXN,compra,CDMX,,viajes
5837,9602,Debra Byrd,ES48209679385959222127,14/06/2025,38852.89,USD,retiro,Merida,,
5838,7891,Laura Kaiser,ES16503365127431577528,18/05/2025,46804.48,MXN,retiro,Puebla,,
5839,3980,Nancy Hudson,ES22327612458481981264,19/07/2025,16414.87,MXN,retiro,Puebla,,
5840,1132,Glenn Haas,ES22353888666420202103,25/04/2025,23021.7,MXN,transferencia,Leon,ES19915885507436690177,
5841,5307,Jeremy Frederick,ES58037390441747920603,26/06/2025,27732.93,EUR,transferencia,CDMX,ES74634871853751834434,
5842,4850,James Ingram,ES98547538472919263542,18/05/2025,6219.06,USD,compra,Torreon,,supermercado
5843,3657,Amanda Cain,ES34177851201162469701,01/04/2025,166.23,MXN,transferencia,Juarez,ES24523658697359701268,
5844,2760,Amanda Hayes,ES92344377417528277151,09/08/2025,11052.2,USD,compra,Queretaro,,ropa
5845,4162,Evelyn Bailey,ES39333314883093174738,02/09/2025,10836.87,USD,transferencia,Torreon,ES68479613930695851271,
5846,7733,Tonya Wolf,ES86353678140169553895,20/09/2025,26145.28,USD,retiro,CDMX,,
5847,1090,Mrs. Andrea Smith MD,ES56548335141524490413,13/07/2025,31652.62,USD,retiro,Leon,,
5848,3282,Benjamin Horton,ES29603198152132205824,18/05/2025,22633.11,EUR,transferencia,Queretaro,ES42559828443192642076,
5849,6533,Luke Medina,ES66784543084042547586,08/06/2025,32345.02,EUR,transferencia,Queretaro,ES28995909020549634649,
5850,6917,Jennifer Miller,ES63775409022044697667,22/04/2025,1152.73,EUR,retiro,CDMX,,
5851,8200,Trevor Garrison,ES74795058355125085763,10/09/2025,33682.33,EUR,retiro,Monterrey,,
5852,6185,Joshua Mendez,ES24838671461171772597,06/07/2025,20208.86,MXN,compra,Leon,,restaurante
5853,7871,Mark Huber,ES30641700558925346762,15/06/2025,15588.74,USD,retiro,Juarez,,
5854,1006,Juan Solis,ES80160557035852660542,28/04/2025,43707.71,MXN,transferencia,Queretaro,ES72332428086796331140,
5855,6369,Robert Molina,ES64697614671993765070,08/07/2025,3186.45,EUR,retiro,Monterrey,,
5856,2380,Betty Miller,ES16028309459721914382,11/07/2025,49767.1,EUR,retiro,Torreon,,
5857,4919,Renee Brown,ES12031834203092553428,10/07/2025,31393.6,USD,retiro,Juarez,,
5858,1747,Danielle Hall,ES74559331174792866692,16/04/2025,37509.22,USD,compra,Juarez,,ropa
5859,3446,Colin Brooks,ES75563199836817600239,11/09/2025,33457.85,EUR,retiro,Moscu,,
5860,7156,Vincent Young,ES11591380404215761606,11/08/2025,31578.2,USD,compra,Tijuana,,viajes
5861,6040,Mr. William Estrada,ES78620034783803114315,06/07/2025,25499.69,USD,compra,Merida,,supermercado
5862,3653,Tammy Cline,ES58158505486315905910,16/04/2025,26431.21,EUR,compra,Puebla,,tecnologia
5863,2153,Andrew Fernandez,ES58969198255994008455,30/05/2025,23968.63,USD,transferencia,CDMX,ES76362236996180165046,
5864,5279,Cindy Turner,ES81684504771887493591,07/09/2025,1075.1,MXN,transferencia,Torreon,ES82852902156477562030,
5865,3194,Elizabeth Black,ES56809839919235500833,13/08/2025,24649.22,USD,compra,Guadalajara,,supermercado
5866,4052,Jeffery Terry,ES64780977484269501261,06/04/2025,50.83,EUR,transferencia,Guadalajara,ES28448693016488568683,
5867,2876,Gregory Davis,ES32768021814747689960,26/05/2025,23754.74,MXN,compra,Merida,,viajes
5868,9264,Amber Flores,ES31510080358226796990,04/04/2025,8733.43,MXN,retiro,Tijuana,,
5869,4375,Robin Tucker,ES12693270130704257783,28/08/2025,39229.02,USD,transferencia,Queretaro,ES39155735388232802663,
5870,5946,Anthony Lambert,ES70692984323949956982,25/05/2025,27978.71,USD,retiro,Monterrey,,
5871,7044,Phillip Kennedy,ES45865565153561717634,09/08/2025,40452.01,MXN,transferencia,Guadalajara,ES18669237955455373338,
5872,6369,Peter Torres,ES65664033950149494020,03/08/2025,44539.55,MXN,transferencia,Leon,ES53846748791608057251,
5873,3665,Jared Faulkner,ES96796375890568082757,07/06/2025,24836.54,USD,transferencia,Tijuana,ES37945366050859587566,
5874,4448,Kyle Moss,ES29549654597405183996,14/05/2025,42447.31,USD,retiro,CDMX,,
5875,3567,Mario Ross,ES90303069033974582490,02/07/2025,42606.55,USD,transferencia,Juarez,ES91808952354473941459,
5876,4858,Zachary Burns,ES54789367449985649948,04/05/2025,34384.28,USD,transferencia,Monterrey,ES40750420035010245654,
5877,4236,Brenda Bush,ES50552708818137807078,06/05/2025,32298.24,MXN,transferencia,Juarez,ES83052461127774238885,
5878,5287,Michael Hopkins,ES20290074248606753429,22/05/2025,15092.88,USD,retiro,Leon,,
5879,6649,James Boyd,ES23631457961593926279,23/08/2025,4667,MXN,transferencia,Tijuana,ES42933450887359290494,
5880,8173,Daisy Ramos,ES97683988616644135450,30/08/2025,22550.23,EUR,transferencia,Guadalajara,ES35070181274262080502,
5881,3955,Hailey Munoz,ES70338153075920937206,16/07/2025,21696.75,MXN,transferencia,Queretaro,ES91821879309095843988,
5882,5458,Lauren Warren,ES89221670989502963376,07/09/2025,33726.59,MXN,retiro,Monterrey,,
5883,3660,Ryan Anderson,ES87663568088906319170,14/08/2025,34652.65,EUR,transferencia,Guadalajara,ES65595972489790663599,
5884,8416,Stephanie Harmon,ES80542713610749375873,12/04/2025,35462.41,EUR,compra,Leon,,supermercado
5885,5266,Shelly Baldwin,ES33477997077403533035,04/07/2025,17155.11,EUR,compra,Juarez,,tecnologia
5886,3461,Jenna Thompson,ES65176872242087777924,10/08/2025,30692.38,MXN,retiro,Leon,,
5887,1164,Ms. Melissa Carlson DVM,ES53907676116934311653,31/07/2025,24302.26,USD,retiro,Guadalajara,,
5888,1635,Jessica Hayes,ES32403294753060583898,04/05/2025,8805.75,EUR,compra,Puebla,,ropa
5889,9329,Christopher Fischer,ES50833685477314287078,05/05/2025,40153.59,EUR,compra,Puebla,,viajes
5890,9274,Ashley Wolf,ES79243252463230662039,09/07/2025,28348.24,MXN,retiro,Guadalajara,,
5891,7616,Stephen Dalton,ES99304111354374206528,24/07/2025,32012.38,USD,compra,Monterrey,,tecnologia
5892,3663,Nicole Garcia,ES93159325203985413056,03/07/2025,29301.32,EUR,retiro,Guadalajara,,
5893,2718,Phillip Mathis,ES71371441166081023358,20/09/2025,43813.62,MXN,retiro,Torreon,,
5894,8435,Daniel Williams,ES67692254008973194203,02/09/2025,21399.89,EUR,retiro,Guadalajara,,
5895,5202,Steve Mccarty,ES25151062935245769178,05/07/2025,49714.9,MXN,transferencia,Torreon,ES85794307403205821726,
5896,6554,Sharon Archer,ES88270892061407374142,02/07/2025,35695.88,EUR,compra,Tijuana,,ropa
5897,3517,Christine Hopkins,ES97674595251833144777,08/06/2025,12572.26,USD,retiro,Guadalajara,,
5898,1030,Michael Spencer,ES60638172242672969772,20/06/2025,6029.85,USD,retiro,Juarez,,
5899,1264,Michael White,ES34366746966715801731,06/08/2025,46399.18,EUR,compra,Puebla,,viajes
5900,1922,Danny Rodriguez,ES75832229372353412374,13/07/2025,32200.81,MXN,compra,CDMX,,servicios
5901,2258,Elizabeth Kemp,ES93305114785305465121,14/05/2025,3237.91,MXN,retiro,CDMX,,
5902,8012,Samuel Henderson,ES79955373361275658982,17/05/2025,14893.66,MXN,transferencia,CDMX,ES58325512832952964037,
5903,5309,Crystal Vasquez,ES83544369801188669373,21/05/2025,27704.82,USD,transferencia,Monterrey,ES56148202802697159282,
5904,6269,Heather Mckay,ES97497712566362277526,13/09/2025,47505.12,EUR,transferencia,Puebla,ES30425806829304745734,
5905,2955,Kristin Giles,ES71762646940570396744,17/08/2025,14458.57,MXN,compra,Torreon,,restaurante
